"Алтупо ЕООД}##{Altupo LLC}##{207624253}##{Активен}##{2023-December-6 08:06:}##{р-н Приморски, Роза, бл. 18, вх. Б, ет. 8 }##{гр. Варна}##{9010}##{
"
"АТЕЛИЕ ЗА КРЕАТИВНИ ИДЕИ}##{ASSOTIATION WORKSHOP FOR CREATIVE IDEAS}##{207624381}##{Активен}##{2023-December-6 08:59:}##{ул.Николаевска, 14 }##{гр. Русе}##{7000}##{
"
"АНИМАТОР БГ ЕООД}##{ANIMATOR BG EOOD}##{207624463}##{Активен}##{2023-December-6 09:16:}##{р-н Оборище, Бяло море, 5 }##{гр. София}##{1527}##{
"
"АФРАНГА ЕООД}##{AFRANGA.Ltd}##{206337510}##{Активен}##{2020-December-29 14:05:}##{р-н Младост, бул. Александър Малинов, 91, ет. 6 }##{гр. София}##{1715}##{
"
"АПМ ИНТЕРНЕШЪНЪЛ ЕООД}##{APM INTERNATIONAL}##{207625138}##{Активен}##{2023-December-6 14:25:}##{ул. Цар Борис III, 11A }##{гр. Петрич}##{2850}##{
"

"АНДОРА 23 ЕООД}##{ANDORA 23 ltd}##{207625227}##{Активен}##{2023-December-6 15:01:}##{ул.""Княз Борис I"", 40 }##{гр. Малко Търново}##{8162}##{
"
"АРТ ЗОНА 23 ЕООД}##{ART ZONA 23 LTD}##{207625241}##{Активен}##{2023-December-6 15:05:}##{ЦАР ОСВОБОДИТЕЛ, 122, ет. 1 }##{гр. Шумен}##{9700}##{
"
"АЗУРЕМЛИ ЕООД}##{AZUREMLY}##{207625654}##{Активен}##{2023-December-7 08:04:}##{р-н Приморски, ЧАТАЛДЖА, бл. 14Б, вх. А }##{гр. Варна}##{9000}##{
"
"АЙДЪН ИНДЪСТРИС ЕООД}##{AYDIN INDUSTRIES Ltd.}##{207625661}##{Активен}##{2023-December-7 08:17:}##{Съединение, 68А, ет. 3 }##{гр. Шумен}##{9700}##{
"
"АДЕМОВИ 23 ЕООД}##{ADEMOVI 23}##{207625704}##{Активен}##{2023-December-7 08:32:}##{..., .. }##{с. Долно Дряново}##{2944}##{
"
"АЛЕСИ 23 ЕООД}##{ALESI 23}##{207626083}##{Активен}##{2023-December-7 10:59:}##{р-н Одесос, ВЛАДИСЛАВ ВАРНЕНЧИК, 131, вх. А, ет. 4 }##{гр. Варна}##{9000}##{
"
"АДИ-ЕМ СТРОЙ ЕООД}##{ADI-EM STROI PLTD}##{207626158}##{Активен}##{2023-December-7 11:16:}##{ДИМЧО ДЕБЕЛЯНОВ, 5 }##{с. Церово}##{2722}##{
"
"АНМАР 2023 ЕООД}##{ANMAR 2023 LTD}##{207626230}##{Активен}##{2023-December-7 11:33:}##{Чавдар войвода, 7 }##{гр. Велико Търново}##{5000}##{
"
"АТЛЕТИК СПОРТ - 23 ЕООД}##{ATLETIK SPORT - 23 LTD}##{207626521}##{Активен}##{2023-December-7 13:09:}##{ул. ХАДЖИ ДИМИТЪР, 43, ет. 1 }##{гр. Габрово}##{5300}##{
"
"АСТЕРИЯ БЮТИ ЕООД}##{ASTERIA BEAUTY LTD}##{207626704}##{Активен}##{2023-December-7 14:12:}##{""Васил Априлов"", 30 }##{гр. Плевен}##{5800}##{
"
"АЛ КАПИТАЛ ЕООД}##{AL CAPITAL LTD}##{207626717}##{Активен}##{2023-December-7 14:18:}##{р-н Изгрев, ул. ""Латинка"", 8, ет. 4 }##{гр. София}##{1113}##{
"
"АГРОИНВЕСТО ЕООД}##{AGROINVESTO}##{206639708}##{Активен}##{2021-September-3 10:27:}##{КАМЧИЯ, 47 }##{гр. Монтана}##{3400}##{
"
"Алтупо ЕООД}##{Altupo LLC}##{207624253}##{Активен}##{2023-December-6 08:06:}##{р-н Приморски, Роза, бл. 18, вх. Б, ет. 8 }##{гр. Варна}##{9010}##{
"
"АТЕЛИЕ ЗА КРЕАТИВНИ ИДЕИ}##{ASSOTIATION WORKSHOP FOR CREATIVE IDEAS}##{207624381}##{Активен}##{2023-December-6 08:59:}##{ул.Николаевска, 14 }##{гр. Русе}##{7000}##{
"
"АНИМАТОР БГ ЕООД}##{ANIMATOR BG EOOD}##{207624463}##{Активен}##{2023-December-6 09:16:}##{р-н Оборище, Бяло море, 5 }##{гр. София}##{1527}##{
"
"АФРАНГА ЕООД}##{AFRANGA.Ltd}##{206337510}##{Активен}##{2020-December-29 14:05:}##{р-н Младост, бул. Александър Малинов, 91, ет. 6 }##{гр. София}##{1715}##{
"
"АПМ ИНТЕРНЕШЪНЪЛ ЕООД}##{APM INTERNATIONAL}##{207625138}##{Активен}##{2023-December-6 14:25:}##{ул. Цар Борис III, 11A }##{гр. Петрич}##{2850}##{
"

"АНДОРА 23 ЕООД}##{ANDORA 23 ltd}##{207625227}##{Активен}##{2023-December-6 15:01:}##{ул.""Княз Борис I"", 40 }##{гр. Малко Търново}##{8162}##{
"
"АРТ ЗОНА 23 ЕООД}##{ART ZONA 23 LTD}##{207625241}##{Активен}##{2023-December-6 15:05:}##{ЦАР ОСВОБОДИТЕЛ, 122, ет. 1 }##{гр. Шумен}##{9700}##{
"
"АЗУРЕМЛИ ЕООД}##{AZUREMLY}##{207625654}##{Активен}##{2023-December-7 08:04:}##{р-н Приморски, ЧАТАЛДЖА, бл. 14Б, вх. А }##{гр. Варна}##{9000}##{
"
"АЙДЪН ИНДЪСТРИС ЕООД}##{AYDIN INDUSTRIES Ltd.}##{207625661}##{Активен}##{2023-December-7 08:17:}##{Съединение, 68А, ет. 3 }##{гр. Шумен}##{9700}##{
"
"АДЕМОВИ 23 ЕООД}##{ADEMOVI 23}##{207625704}##{Активен}##{2023-December-7 08:32:}##{..., .. }##{с. Долно Дряново}##{2944}##{
"
"АЛЕСИ 23 ЕООД}##{ALESI 23}##{207626083}##{Активен}##{2023-December-7 10:59:}##{р-н Одесос, ВЛАДИСЛАВ ВАРНЕНЧИК, 131, вх. А, ет. 4 }##{гр. Варна}##{9000}##{
"
"АДИ-ЕМ СТРОЙ ЕООД}##{ADI-EM STROI PLTD}##{207626158}##{Активен}##{2023-December-7 11:16:}##{ДИМЧО ДЕБЕЛЯНОВ, 5 }##{с. Церово}##{2722}##{
"
"АНМАР 2023 ЕООД}##{ANMAR 2023 LTD}##{207626230}##{Активен}##{2023-December-7 11:33:}##{Чавдар войвода, 7 }##{гр. Велико Търново}##{5000}##{
"
"АТЛЕТИК СПОРТ - 23 ЕООД}##{ATLETIK SPORT - 23 LTD}##{207626521}##{Активен}##{2023-December-7 13:09:}##{ул. ХАДЖИ ДИМИТЪР, 43, ет. 1 }##{гр. Габрово}##{5300}##{
"
"АСТЕРИЯ БЮТИ ЕООД}##{ASTERIA BEAUTY LTD}##{207626704}##{Активен}##{2023-December-7 14:12:}##{""Васил Априлов"", 30 }##{гр. Плевен}##{5800}##{
"
"АЛ КАПИТАЛ ЕООД}##{AL CAPITAL LTD}##{207626717}##{Активен}##{2023-December-7 14:18:}##{р-н Изгрев, ул. ""Латинка"", 8, ет. 4 }##{гр. София}##{1113}##{
"
"АГРОИНВЕСТО ЕООД}##{AGROINVESTO}##{206639708}##{Активен}##{2021-September-3 10:27:}##{КАМЧИЯ, 47 }##{гр. Монтана}##{3400}##{
"
"Алтупо ЕООД}##{Altupo LLC}##{207624253}##{Активен}##{2023-December-6 08:06:}##{р-н Приморски, Роза, бл. 18, вх. Б, ет. 8 }##{гр. Варна}##{9010}##{
"
"АТЕЛИЕ ЗА КРЕАТИВНИ ИДЕИ}##{ASSOTIATION WORKSHOP FOR CREATIVE IDEAS}##{207624381}##{Активен}##{2023-December-6 08:59:}##{ул.Николаевска, 14 }##{гр. Русе}##{7000}##{
"
"АНИМАТОР БГ ЕООД}##{ANIMATOR BG EOOD}##{207624463}##{Активен}##{2023-December-6 09:16:}##{р-н Оборище, Бяло море, 5 }##{гр. София}##{1527}##{
"
"АФРАНГА ЕООД}##{AFRANGA.Ltd}##{206337510}##{Активен}##{2020-December-29 14:05:}##{р-н Младост, бул. Александър Малинов, 91, ет. 6 }##{гр. София}##{1715}##{
"
"АПМ ИНТЕРНЕШЪНЪЛ ЕООД}##{APM INTERNATIONAL}##{207625138}##{Активен}##{2023-December-6 14:25:}##{ул. Цар Борис III, 11A }##{гр. Петрич}##{2850}##{
"

"АНДОРА 23 ЕООД}##{ANDORA 23 ltd}##{207625227}##{Активен}##{2023-December-6 15:01:}##{ул.""Княз Борис I"", 40 }##{гр. Малко Търново}##{8162}##{
"
"АРТ ЗОНА 23 ЕООД}##{ART ZONA 23 LTD}##{207625241}##{Активен}##{2023-December-6 15:05:}##{ЦАР ОСВОБОДИТЕЛ, 122, ет. 1 }##{гр. Шумен}##{9700}##{
"
"АЗУРЕМЛИ ЕООД}##{AZUREMLY}##{207625654}##{Активен}##{2023-December-7 08:04:}##{р-н Приморски, ЧАТАЛДЖА, бл. 14Б, вх. А }##{гр. Варна}##{9000}##{
"
"АЙДЪН ИНДЪСТРИС ЕООД}##{AYDIN INDUSTRIES Ltd.}##{207625661}##{Активен}##{2023-December-7 08:17:}##{Съединение, 68А, ет. 3 }##{гр. Шумен}##{9700}##{
"
"АДЕМОВИ 23 ЕООД}##{ADEMOVI 23}##{207625704}##{Активен}##{2023-December-7 08:32:}##{..., .. }##{с. Долно Дряново}##{2944}##{
"
"АЛЕСИ 23 ЕООД}##{ALESI 23}##{207626083}##{Активен}##{2023-December-7 10:59:}##{р-н Одесос, ВЛАДИСЛАВ ВАРНЕНЧИК, 131, вх. А, ет. 4 }##{гр. Варна}##{9000}##{
"
"АДИ-ЕМ СТРОЙ ЕООД}##{ADI-EM STROI PLTD}##{207626158}##{Активен}##{2023-December-7 11:16:}##{ДИМЧО ДЕБЕЛЯНОВ, 5 }##{с. Церово}##{2722}##{
"
"АНМАР 2023 ЕООД}##{ANMAR 2023 LTD}##{207626230}##{Активен}##{2023-December-7 11:33:}##{Чавдар войвода, 7 }##{гр. Велико Търново}##{5000}##{
"
"АТЛЕТИК СПОРТ - 23 ЕООД}##{ATLETIK SPORT - 23 LTD}##{207626521}##{Активен}##{2023-December-7 13:09:}##{ул. ХАДЖИ ДИМИТЪР, 43, ет. 1 }##{гр. Габрово}##{5300}##{
"
"АСТЕРИЯ БЮТИ ЕООД}##{ASTERIA BEAUTY LTD}##{207626704}##{Активен}##{2023-December-7 14:12:}##{""Васил Априлов"", 30 }##{гр. Плевен}##{5800}##{
"
"АЛ КАПИТАЛ ЕООД}##{AL CAPITAL LTD}##{207626717}##{Активен}##{2023-December-7 14:18:}##{р-н Изгрев, ул. ""Латинка"", 8, ет. 4 }##{гр. София}##{1113}##{
"
"АГРОИНВЕСТО ЕООД}##{AGROINVESTO}##{206639708}##{Активен}##{2021-September-3 10:27:}##{КАМЧИЯ, 47 }##{гр. Монтана}##{3400}##{
"
"Алтупо ЕООД}##{Altupo LLC}##{207624253}##{Активен}##{2023-December-6 08:06:}##{р-н Приморски, Роза, бл. 18, вх. Б, ет. 8 }##{гр. Варна}##{9010}##{
"
"АТЕЛИЕ ЗА КРЕАТИВНИ ИДЕИ}##{ASSOTIATION WORKSHOP FOR CREATIVE IDEAS}##{207624381}##{Активен}##{2023-December-6 08:59:}##{ул.Николаевска, 14 }##{гр. Русе}##{7000}##{
"
"АНИМАТОР БГ ЕООД}##{ANIMATOR BG EOOD}##{207624463}##{Активен}##{2023-December-6 09:16:}##{р-н Оборище, Бяло море, 5 }##{гр. София}##{1527}##{
"
"АФРАНГА ЕООД}##{AFRANGA.Ltd}##{206337510}##{Активен}##{2020-December-29 14:05:}##{р-н Младост, бул. Александър Малинов, 91, ет. 6 }##{гр. София}##{1715}##{
"
"АПМ ИНТЕРНЕШЪНЪЛ ЕООД}##{APM INTERNATIONAL}##{207625138}##{Активен}##{2023-December-6 14:25:}##{ул. Цар Борис III, 11A }##{гр. Петрич}##{2850}##{
"

"АНДОРА 23 ЕООД}##{ANDORA 23 ltd}##{207625227}##{Активен}##{2023-December-6 15:01:}##{ул.""Княз Борис I"", 40 }##{гр. Малко Търново}##{8162}##{
"
"АРТ ЗОНА 23 ЕООД}##{ART ZONA 23 LTD}##{207625241}##{Активен}##{2023-December-6 15:05:}##{ЦАР ОСВОБОДИТЕЛ, 122, ет. 1 }##{гр. Шумен}##{9700}##{
"
"АЗУРЕМЛИ ЕООД}##{AZUREMLY}##{207625654}##{Активен}##{2023-December-7 08:04:}##{р-н Приморски, ЧАТАЛДЖА, бл. 14Б, вх. А }##{гр. Варна}##{9000}##{
"
"АЙДЪН ИНДЪСТРИС ЕООД}##{AYDIN INDUSTRIES Ltd.}##{207625661}##{Активен}##{2023-December-7 08:17:}##{Съединение, 68А, ет. 3 }##{гр. Шумен}##{9700}##{
"
"АДЕМОВИ 23 ЕООД}##{ADEMOVI 23}##{207625704}##{Активен}##{2023-December-7 08:32:}##{..., .. }##{с. Долно Дряново}##{2944}##{
"
"АЛЕСИ 23 ЕООД}##{ALESI 23}##{207626083}##{Активен}##{2023-December-7 10:59:}##{р-н Одесос, ВЛАДИСЛАВ ВАРНЕНЧИК, 131, вх. А, ет. 4 }##{гр. Варна}##{9000}##{
"
"АДИ-ЕМ СТРОЙ ЕООД}##{ADI-EM STROI PLTD}##{207626158}##{Активен}##{2023-December-7 11:16:}##{ДИМЧО ДЕБЕЛЯНОВ, 5 }##{с. Церово}##{2722}##{
"
"АНМАР 2023 ЕООД}##{ANMAR 2023 LTD}##{207626230}##{Активен}##{2023-December-7 11:33:}##{Чавдар войвода, 7 }##{гр. Велико Търново}##{5000}##{
"
"АТЛЕТИК СПОРТ - 23 ЕООД}##{ATLETIK SPORT - 23 LTD}##{207626521}##{Активен}##{2023-December-7 13:09:}##{ул. ХАДЖИ ДИМИТЪР, 43, ет. 1 }##{гр. Габрово}##{5300}##{
"
"АСТЕРИЯ БЮТИ ЕООД}##{ASTERIA BEAUTY LTD}##{207626704}##{Активен}##{2023-December-7 14:12:}##{""Васил Априлов"", 30 }##{гр. Плевен}##{5800}##{
"
"АЛ КАПИТАЛ ЕООД}##{AL CAPITAL LTD}##{207626717}##{Активен}##{2023-December-7 14:18:}##{р-н Изгрев, ул. ""Латинка"", 8, ет. 4 }##{гр. София}##{1113}##{
"
"АГРОИНВЕСТО ЕООД}##{AGROINVESTO}##{206639708}##{Активен}##{2021-September-3 10:27:}##{КАМЧИЯ, 47 }##{гр. Монтана}##{3400}##{
"
"Алтупо ЕООД}##{Altupo LLC}##{207624253}##{Активен}##{2023-December-6 08:06:}##{р-н Приморски, Роза, бл. 18, вх. Б, ет. 8 }##{гр. Варна}##{9010}##{
"
"АТЕЛИЕ ЗА КРЕАТИВНИ ИДЕИ}##{ASSOTIATION WORKSHOP FOR CREATIVE IDEAS}##{207624381}##{Активен}##{2023-December-6 08:59:}##{ул.Николаевска, 14 }##{гр. Русе}##{7000}##{
"
"АНИМАТОР БГ ЕООД}##{ANIMATOR BG EOOD}##{207624463}##{Активен}##{2023-December-6 09:16:}##{р-н Оборище, Бяло море, 5 }##{гр. София}##{1527}##{
"
"АФРАНГА ЕООД}##{AFRANGA.Ltd}##{206337510}##{Активен}##{2020-December-29 14:05:}##{р-н Младост, бул. Александър Малинов, 91, ет. 6 }##{гр. София}##{1715}##{
"
"АПМ ИНТЕРНЕШЪНЪЛ ЕООД}##{APM INTERNATIONAL}##{207625138}##{Активен}##{2023-December-6 14:25:}##{ул. Цар Борис III, 11A }##{гр. Петрич}##{2850}##{
"

"АНДОРА 23 ЕООД}##{ANDORA 23 ltd}##{207625227}##{Активен}##{2023-December-6 15:01:}##{ул.""Княз Борис I"", 40 }##{гр. Малко Търново}##{8162}##{
"
"АРТ ЗОНА 23 ЕООД}##{ART ZONA 23 LTD}##{207625241}##{Активен}##{2023-December-6 15:05:}##{ЦАР ОСВОБОДИТЕЛ, 122, ет. 1 }##{гр. Шумен}##{9700}##{
"
"АЗУРЕМЛИ ЕООД}##{AZUREMLY}##{207625654}##{Активен}##{2023-December-7 08:04:}##{р-н Приморски, ЧАТАЛДЖА, бл. 14Б, вх. А }##{гр. Варна}##{9000}##{
"
"АЙДЪН ИНДЪСТРИС ЕООД}##{AYDIN INDUSTRIES Ltd.}##{207625661}##{Активен}##{2023-December-7 08:17:}##{Съединение, 68А, ет. 3 }##{гр. Шумен}##{9700}##{
"
"АДЕМОВИ 23 ЕООД}##{ADEMOVI 23}##{207625704}##{Активен}##{2023-December-7 08:32:}##{..., .. }##{с. Долно Дряново}##{2944}##{
"
"АЛЕСИ 23 ЕООД}##{ALESI 23}##{207626083}##{Активен}##{2023-December-7 10:59:}##{р-н Одесос, ВЛАДИСЛАВ ВАРНЕНЧИК, 131, вх. А, ет. 4 }##{гр. Варна}##{9000}##{
"
"АДИ-ЕМ СТРОЙ ЕООД}##{ADI-EM STROI PLTD}##{207626158}##{Активен}##{2023-December-7 11:16:}##{ДИМЧО ДЕБЕЛЯНОВ, 5 }##{с. Церово}##{2722}##{
"
"АНМАР 2023 ЕООД}##{ANMAR 2023 LTD}##{207626230}##{Активен}##{2023-December-7 11:33:}##{Чавдар войвода, 7 }##{гр. Велико Търново}##{5000}##{
"
"АТЛЕТИК СПОРТ - 23 ЕООД}##{ATLETIK SPORT - 23 LTD}##{207626521}##{Активен}##{2023-December-7 13:09:}##{ул. ХАДЖИ ДИМИТЪР, 43, ет. 1 }##{гр. Габрово}##{5300}##{
"
"АСТЕРИЯ БЮТИ ЕООД}##{ASTERIA BEAUTY LTD}##{207626704}##{Активен}##{2023-December-7 14:12:}##{""Васил Априлов"", 30 }##{гр. Плевен}##{5800}##{
"
"АЛ КАПИТАЛ ЕООД}##{AL CAPITAL LTD}##{207626717}##{Активен}##{2023-December-7 14:18:}##{р-н Изгрев, ул. ""Латинка"", 8, ет. 4 }##{гр. София}##{1113}##{
"
"АГРОИНВЕСТО ЕООД}##{AGROINVESTO}##{206639708}##{Активен}##{2021-September-3 10:27:}##{КАМЧИЯ, 47 }##{гр. Монтана}##{3400}##{
"
